id,name,rank,salary,url,team,position,ht_wt,birthdate,college,draft_info,status,experience,birthplace
4066467,Malik Fitts,432,1752638.0,https://www.espn.com/nba/player/_/id/4066467/malik-fitts,,Forward,,7/4/1997,Saint Mary's,,,,"Rancho Cucamonga, CA"
3058030,Paul Watson,433,1701593.0,https://www.espn.com/nba/player/_/id/3058030/paul-watson,,Shooting Guard,,12/30/1994,Fresno St,,,,"Phoenix, AZ"
4066508,Charlie Brown Jr.,434,1701593.0,https://www.espn.com/nba/player/_/id/4066508/charlie-brown-jr.,,Guard,,2/2/1997,Saint Joseph's,,,,"Philadelphia, PA"
3133596,Kelan Martin,435,1701593.0,https://www.espn.com/nba/player/_/id/3133596/kelan-martin,,Shooting Guard,,8/3/1995,Butler,,,,"Louisville, KY"
4065660,Mfiondu Kabengele,436,1701593.0,https://www.espn.com/nba/player/_/id/4065660/mfiondu-kabengele,Boston Celtics,Center,"6' 10"", 250 lbs",8/14/1997 (25),Florida St,"2019: Rd 1, Pk 27 (BKN)",Active,2nd Season,"Burlington, ON"
2991184,Sam Dekker,437,1669178.0,https://www.espn.com/nba/player/_/id/2991184/sam-dekker,,Forward,,5/8/1994,Wisconsin,"2015: Rd 1, Pk 18 (HOU)",,,"Sheboygan, WI"
3912292,Jarrell Brantley,438,1669178.0,https://www.espn.com/nba/player/_/id/3912292/jarrell-brantley,Utah Jazz,Power Forward,"6' 5"", 250 lbs",6/7/1996 (27),Charleston,"2019: Rd 2, Pk 50 (IND)",Active,1st Season,"Columbia, SC"
6460,E'Twaun Moore,439,1669178.0,https://www.espn.com/nba/player/_/id/6460/e'twaun-moore,,Guard,,2/25/1989,Purdue,"2011: Rd 2, Pk 55 (BOS)",,,"East Chicago, IN"
2488958,Solomon Hill,440,1669178.0,https://www.espn.com/nba/player/_/id/2488958/solomon-hill,,Small Forward,,3/18/1991,Arizona,"2013: Rd 1, Pk 23 (IND)",,,"Los Angeles, CA"
2426,Trevor Ariza,441,1669178.0,https://www.espn.com/nba/player/_/id/2426/trevor-ariza,,Small Forward,,6/30/1985,UCLA,"2004: Rd 2, Pk 43 (NY)",,,"Los Angeles, CA"
3056602,Semi Ojeleye,442,1669178.0,https://www.espn.com/nba/player/_/id/3056602/semi-ojeleye,,Power Forward,,12/5/1994,SMU,"2017: Rd 2, Pk 37 (BOS)",,,"Ottawa, KS"
2583962,Kevin Pangos,443,1669178.0,https://www.espn.com/nba/player/_/id/2583962/kevin-pangos,,Guard,,1/26/1993,Gonzaga,,,,"Holland Landing, ON"
3056600,Jabari Parker,444,1669178.0,https://www.espn.com/nba/player/_/id/3056600/jabari-parker,,Power Forward,,3/15/1995,Duke,"2014: Rd 1, Pk 2 (MIL)",,,"Chicago, IL"
6447,Enes Freedom,445,1669178.0,https://www.espn.com/nba/player/_/id/6447/enes-freedom,,Center,,5/20/1992,Kentucky,"2011: Rd 1, Pk 3 (UTAH)",,,"Zurich, Switzerland"
4277922,Jericho Sims,446,1639842.0,https://www.espn.com/nba/player/_/id/4277922/jericho-sims,New York Knicks,Center,"6' 9"", 250 lbs",10/20/1998 (24),Texas,"2021: Rd 2, Pk 58 (NY)",Game Time Decision,1st Season,"Minneapolis, MN"
4397693,Kessler Edwards,447,1637966.0,https://www.espn.com/nba/player/_/id/4397693/kessler-edwards,Sacramento Kings,Small Forward,"6' 8"", 215 lbs",8/9/2000 (22),Pepperdine,"2021: Rd 2, Pk 44 (BKN)",Active,1st Season,"Rancho Cucamonga, CA"
4409222,Trevelin Queen,448,1637966.0,https://www.espn.com/nba/player/_/id/4409222/trevelin-queen,,Shooting Guard,,2/25/1997,New Mexico St,,,,"Glen Burnie, MD"
4715198,Isaiah Todd,449,1575000.0,https://www.espn.com/nba/player/_/id/4715198/isaiah-todd,Phoenix Suns,Power Forward,"6' 9"", 219 lbs",10/17/2001 (21),,"2021: Rd 2, Pk 31 (MIL)",Active,1st Season,"Baltimore, MD"
4702233,JT Thor,450,1563518.0,https://www.espn.com/nba/player/_/id/4702233/jt-thor,Charlotte Hornets,Forward,"6' 9"", 203 lbs",8/26/2002 (20),Auburn,"2021: Rd 2, Pk 37 (DET)",Active,1st Season,"Anchorage, AK"
4397183,Aaron Wiggins,451,1563518.0,https://www.espn.com/nba/player/_/id/4397183/aaron-wiggins,Oklahoma City Thunder,Shooting Guard,"6' 5"", 190 lbs",1/2/1999 (24),Maryland,"2021: Rd 2, Pk 55 (OKC)",Active,1st Season,"Greensboro, NC"
4395695,Jared Butler,452,1563518.0,https://www.espn.com/nba/player/_/id/4395695/jared-butler,Oklahoma City Thunder,Shooting Guard,"6' 3"", 193 lbs",8/25/2000 (22),Baylor,"2021: Rd 2, Pk 40 (NO)",Active,1st Season,"Reserve, LA"
4432161,Greg Brown III,453,1563518.0,https://www.espn.com/nba/player/_/id/4432161/greg-brown-iii,,Power Forward,,9/1/2001,Texas,"2021: Rd 2, Pk 43 (NO)",,,"Austin, TX"
4431675,Trendon Watford,454,1563518.0,https://www.espn.com/nba/player/_/id/4431675/trendon-watford,,Power Forward,,11/9/2000,LSU,,,,"Birmingham, AL"
3146557,Jock Landale,455,1563518.0,https://www.espn.com/nba/player/_/id/3146557/jock-landale,Phoenix Suns,Center,"6' 11"", 255 lbs",10/25/1995 (27),Saint Mary's,,Active,1st Season,"E Malvern, VIC"
4431823,Miles McBride,456,1563518.0,https://www.espn.com/nba/player/_/id/4431823/miles-mcbride,New York Knicks,Point Guard,"6' 2"", 195 lbs",9/8/2000 (22),West Virginia,"2021: Rd 2, Pk 36 (OKC)",Active,1st Season,"Cincinnati, OH"
4397235,Duane Washington Jr.,457,1563518.0,https://www.espn.com/nba/player/_/id/4397235/duane-washington-jr.,New York Knicks,Point Guard,"6' 2"", 197 lbs",3/24/2000 (23),Ohio State,,Active,1st Season,"Grand Rapids, MI"
4066457,Austin Reaves,458,1563518.0,https://www.espn.com/nba/player/_/id/4066457/austin-reaves,Los Angeles Lakers,Shooting Guard,"6' 5"", 197 lbs",5/29/1998 (25),Oklahoma,,Active,1st Season,"Newark, AR"
4432162,Brandon Boston Jr.,459,1563518.0,https://www.espn.com/nba/player/_/id/4432162/brandon-boston-jr.,LA Clippers,Shooting Guard,"6' 6"", 188 lbs",11/28/2001 (21),Kentucky,"2021: Rd 2, Pk 51 (MEM)",Active,1st Season,"Norcross, GA"
4397916,Jason Preston,460,1563518.0,https://www.espn.com/nba/player/_/id/4397916/jason-preston,LA Clippers,Point Guard,"6' 3"", 181 lbs",8/10/1999 (23),Ohio,"2021: Rd 2, Pk 33 (ORL)",Active,Rookie,"Orlando, FL"
4432176,Daishen Nix,461,1563518.0,https://www.espn.com/nba/player/_/id/4432176/daishen-nix,,Shooting Guard,,2/13/2002,,,,,"Fairbanks, AK"
4277957,Isaiah Livers,462,1563518.0,https://www.espn.com/nba/player/_/id/4277957/isaiah-livers,Detroit Pistons,Power Forward,"6' 6"", 232 lbs",7/27/1998 (24),Michigan,"2021: Rd 2, Pk 42 (DET)",Active,1st Season,"Kalamazoo, MI"
4683622,Marko Simonovic,463,1563518.0,https://www.espn.com/nba/player/_/id/4683622/marko-simonovic,Chicago Bulls,Center,"7' 0"", 220 lbs",10/15/1999 (23),,"2020: Rd 2, Pk 44 (CHI)",Active,1st Season,"Montenegro, Yugoslavia"
4397002,Ayo Dosunmu,464,1563518.0,https://www.espn.com/nba/player/_/id/4397002/ayo-dosunmu,Chicago Bulls,Shooting Guard,"6' 5"", 200 lbs",1/17/2000 (23),Illinois,"2021: Rd 2, Pk 38 (CHI)",Active,1st Season,"Chicago, IL"
4279815,Terry Taylor,465,1563518.0,https://www.espn.com/nba/player/_/id/4279815/terry-taylor,Chicago Bulls,Forward,"6' 4"", 230 lbs",9/23/1999 (23),Austin Peay,,Active,1st Season,"Bowling Green, KY"
4277869,Jose Alvarado,466,1563518.0,https://www.espn.com/nba/player/_/id/4277869/jose-alvarado,New Orleans Pelicans,Point Guard,"6' 0"", 179 lbs",4/12/1998 (25),Georgia Tech,,Game Time Decision,1st Season,"Brooklyn, NY"
4065804,Sam Hauser,467,1563518.0,https://www.espn.com/nba/player/_/id/4065804/sam-hauser,Boston Celtics,Small Forward,"6' 7"", 217 lbs",12/8/1997 (25),Virginia,,Active,1st Season,"Stevens Point, WI"
4578893,Vit Krejci,468,1563518.0,https://www.espn.com/nba/player/_/id/4578893/vit-krejci,Atlanta Hawks,Guard,"6' 8"", 195 lbs",6/19/2000 (23),,"2020: Rd 2, Pk 37 (WSH)",Active,3rd Season,Czech Republic
4397885,Dalano Banton,469,1563318.0,https://www.espn.com/nba/player/_/id/4397885/dalano-banton,Toronto Raptors,Point Guard,"6' 7"", 204 lbs",11/7/1999 (23),Nebraska,"2021: Rd 2, Pk 46 (TOR)",Active,1st Season,"Toronto, ON"
4397215,Daniel Oturu,470,1517981.0,https://www.espn.com/nba/player/_/id/4397215/daniel-oturu,,Center,,9/20/1999,Minnesota,"2020: Rd 2, Pk 33 (MIN)",,,"Woodbury, MN"
3947736,Caleb Homesley,471,1517981.0,https://www.espn.com/nba/player/_/id/3947736/caleb-homesley,,Shooting Guard,,11/27/1996,Liberty,,,,"Indian Trail, NC"
4431688,Jahmi'us Ramsey,472,1517981.0,https://www.espn.com/nba/player/_/id/4431688/jahmi'us-ramsey,,Shooting Guard,,6/9/2001,Texas Tech,"2020: Rd 2, Pk 43 (SAC)",,,"Arlington, TX"
3129951,Elijah Bryant,473,1517981.0,https://www.espn.com/nba/player/_/id/3129951/elijah-bryant,,Shooting Guard,,4/19/1995,BYU,,,,"Gwinnett, GA"
4423883,Deividas Sirvydis,474,1517981.0,https://www.espn.com/nba/player/_/id/4423883/deividas-sirvydis,,Forward,,6/10/2000,,"2019: Rd 2, Pk 37 (DAL)",,,"Vilnius, Lithuania"
3947156,Mamadi Diakite,475,1517981.0,https://www.espn.com/nba/player/_/id/3947156/mamadi-diakite,Cleveland Cavaliers,Forward,"6' 9"", 228 lbs",1/21/1997 (26),Virginia,,Active,2nd Season,"Conakry, Guinea"
4431778,Christian Koloko,476,1500000.0,https://www.espn.com/nba/player/_/id/4431778/christian-koloko,Toronto Raptors,Center,"7' 0"", 230 lbs",6/20/2000 (23),Arizona,"2022: Rd 2, Pk 33 (TOR)",Active,Rookie,"Douala, Cameroon"
3135046,Tyus Jones,477,1500000.0,https://www.espn.com/nba/player/_/id/3135046/tyus-jones,Washington Wizards,Point Guard,"6' 0"", 196 lbs",5/10/1996 (27),Duke,"2015: Rd 1, Pk 24 (CLE)",Active,7th Season,"Burnsville, MN"
4067045,Alize Johnson,478,1392896.0,https://www.espn.com/nba/player/_/id/4067045/alize-johnson,,Forward,,4/22/1996,Missouri St,"2018: Rd 2, Pk 50 (IND)",,,"Williamsport, PA"
6479,Kemba Walker,479,1392896.0,https://www.espn.com/nba/player/_/id/6479/kemba-walker,,Point Guard,,5/8/1990,UConn,"2011: Rd 1, Pk 9 (CHA)",,,"Bronx, NY"
3134881,Stanley Johnson,480,1245164.0,https://www.espn.com/nba/player/_/id/3134881/stanley-johnson,,Small Forward,,5/29/1996,Arizona,"2015: Rd 1, Pk 8 (DET)",,,"Fullerton, CA"
